Duty Period #,Flights,Origin,Destination,Departure,Arrival,Duty Time,Overnight,Cost
35059,"['CC3509', 'CC1601', 'CC2146', 'CC1814']",EHAM,EIDW,12:55:00,22:45:00,0 days 07:55:00,555.0,2545.916666666667
35060,"['CC1152', 'CC2654', 'CC3597', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 06:55:00,705.0,2466.916666666667
35061,"['CC1373', 'CC2002', 'CC1601', 'CC2146']",EGLL,EGLL,10:40:00,19:50:00,0 days 07:10:00,0.0,1819.1666666666667
35062,"['CC2398', 'CC1198', 'CC2594']",LFPG,EHAM,09:25:00,22:35:00,0 days 05:15:00,705.0,2085.25
35063,"['CC1110', 'CC2486', 'CC1301', 'CC2204', 'CC1490']",EGLL,LFPG,06:50:00,22:20:00,0 days 09:00:00,1215.0,3454.0
35064,"['CC3840', 'CC2579', 'CC3597', 'CC3191']",EDDF,ESSA,08:45:00,23:20:00,0 days 08:50:00,540.0,2740.833333333333
35065,"['CC1918', 'CC1435', 'CC2302', 'CC1031', 'CC2146']",LFPG,EGLL,08:50:00,19:50:00,0 days 08:40:00,785.0,2947.666666666667
35066,"['CC3677', 'CC2032', 'CC1198', 'CC2246', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 08:45:00,1215.0,3396.75
35067,"['CC4200', 'CC4974', 'CC1975']",EDDF,EGLL,09:25:00,20:35:00,0 days 06:25:00,785.0,2432.416666666667
35068,"['CC1110', 'CC2302', 'CC1582', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
35069,"['CC1069', 'CC2332', 'CC1301', 'CC2204', 'CC1490']",EGLL,LFPG,08:55:00,22:20:00,0 days 09:00:00,1215.0,3454.0
35070,"['CC3741', 'CC2654', 'CC3404', 'CC1490']",EHAM,LFPG,10:20:00,22:20:00,0 days 07:25:00,1215.0,3091.416666666667
35071,"['CC1638', 'CC2032', 'CC1198', 'CC2146', 'CC1527']",EGLL,LFPG,07:20:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
35072,"['CC2538', 'CC1011', 'CC2443', 'CC1347', 'CC2875']",LFPG,EDDF,09:30:00,23:05:00,0 days 09:20:00,650.0,2965.333333333333
35073,"['CC2097', 'CC1435', 'CC2697']",LFPG,EHAM,06:30:00,17:10:00,0 days 05:15:00,705.0,2085.25
35074,"['CC2398', 'CC1011', 'CC2443']",LFPG,EGLL,09:25:00,17:55:00,0 days 05:20:00,785.0,2184.333333333333
35075,"['CC2097', 'CC1069', 'CC1940', 'CC1301', 'CC1975']",LFPG,EGLL,06:30:00,20:35:00,0 days 08:30:00,785.0,2909.5
35076,"['CC1110', 'CC2332', 'CC1601', 'CC2146']",EGLL,EGLL,06:50:00,19:50:00,0 days 07:10:00,0.0,1819.1666666666667
35077,"['CC4920', 'CC2654', 'CC3404', 'CC1701']",LPPT,EHAM,08:30:00,21:35:00,0 days 09:10:00,705.0,2982.166666666667
35078,"['CC3621', 'CC2443']",EHAM,EGLL,06:20:00,17:55:00,0 days 03:35:00,785.0,1783.5833333333335
35079,"['CC1069', 'CC1940', 'CC1394', 'CC3056']",EGLL,EDDM,08:55:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
35080,"['CC1918', 'CC1301', 'CC2204', 'CC1490']",LFPG,LFPG,08:50:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
35081,"['CC2398', 'CC1551', 'CC2806', 'CC3568']",LFPG,LFPG,09:25:00,20:50:00,0 days 07:10:00,0.0,1819.1666666666667
35082,"['CC2410', 'CC1373', 'CC2124', 'CC1601']",LFPG,LFPG,07:25:00,17:45:00,0 days 07:20:00,0.0,1857.3333333333333
35083,"['CC2654', 'CC3473', 'CC1814']",LFPG,EIDW,13:15:00,22:45:00,0 days 06:00:00,555.0,2107.0
35084,"['CC3621', 'CC1918', 'CC1799', 'CC4731', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 09:55:00,555.0,3003.9166666666665
35085,"['CC1152', 'CC2032', 'CC1011', 'CC2697', 'CC3540']",EGLL,LFPG,06:50:00,22:35:00,0 days 08:30:00,1215.0,3339.5
35086,"['CC3897', 'CC2398', 'CC1031', 'CC2146', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:00:00,1215.0,3454.0
35087,"['CC3621', 'CC2277', 'CC1814']",EHAM,EIDW,06:20:00,22:45:00,0 days 05:45:00,555.0,2049.75
35088,"['CC3897', 'CC2398', 'CC1247', 'CC2697', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 09:00:00,1215.0,3454.0
35089,"['CC2410', 'CC1373', 'CC2302', 'CC1347', 'CC2875']",LFPG,EDDF,07:25:00,23:05:00,0 days 09:20:00,650.0,2965.333333333333
35090,"['CC2410', 'CC1373', 'CC2002', 'CC1394', 'CC3191']",LFPG,ESSA,07:25:00,23:20:00,0 days 10:30:00,540.0,3122.5
35091,"['CC2277', 'CC1011', 'CC3191']",LFPG,ESSA,10:10:00,23:20:00,0 days 06:50:00,540.0,2282.833333333333
35092,"['CC1152', 'CC2579', 'CC3404', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 07:10:00,1215.0,3034.166666666667
35093,"['CC3677', 'CC2486', 'CC1301', 'CC2204', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 09:05:00,1215.0,3473.083333333333
35094,"['CC4920', 'CC2486', 'CC1394', 'CC2594']",LPPT,EHAM,08:30:00,22:35:00,0 days 08:40:00,705.0,2867.666666666667
35095,"['CC1152', 'CC2277', 'CC1198', 'CC3056']",EGLL,EDDM,06:50:00,22:55:00,0 days 07:25:00,660.0,2536.416666666667
35096,"['CC3778', 'CC2302', 'CC1601', 'CC2953']",EHAM,LEMD,10:35:00,21:50:00,0 days 08:30:00,555.0,2679.5
35097,"['CC1110', 'CC2538', 'CC1247', 'CC2146', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:40:00,1215.0,3377.666666666667
35098,"['CC3778', 'CC2302', 'CC1601']",EHAM,LFPG,10:35:00,17:45:00,0 days 05:35:00,1215.0,2671.583333333333
35099,"['CC3897', 'CC2032', 'CC1011', 'CC2146', 'CC1490']",EDDF,LFPG,06:05:00,22:20:00,0 days 08:50:00,1215.0,3415.833333333333
35100,"['CC1152', 'CC2032', 'CC1011', 'CC3149']",EGLL,EIDW,06:50:00,17:50:00,0 days 07:25:00,555.0,2431.416666666667
35101,"['CC4769', 'CC1031', 'CC2146', 'CC1490']",EIDW,LFPG,11:45:00,22:20:00,0 days 07:20:00,1215.0,3072.333333333333
35102,"['CC1638', 'CC2894', 'CC4047']",EGLL,EDDM,07:20:00,18:20:00,0 days 05:35:00,660.0,2116.583333333333
35103,"['CC1210', 'CC2175', 'CC1301', 'CC2627']",EGLL,EHAM,06:05:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
35104,"['CC5037', 'CC4009']",EDDT,EDDM,10:15:00,21:15:00,0 days 03:40:00,660.0,1677.6666666666665
35105,"['CC2277', 'CC1247', 'CC2773']",LFPG,EHAM,10:10:00,18:15:00,0 days 05:15:00,705.0,2085.25
35106,"['CC1373', 'CC2654', 'CC3644', 'CC3056']",EGLL,EDDM,10:40:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
35107,"['CC3677', 'CC2894', 'CC4047', 'CC4519']",EHAM,EDDF,07:40:00,21:10:00,0 days 06:55:00,650.0,2411.916666666667
35108,"['CC4078', 'CC4404', 'CC3977', 'CC4344', 'CC3056']",EDDF,EDDM,07:35:00,22:55:00,0 days 09:25:00,660.0,2994.416666666667
35109,"['CC3621', 'CC2032', 'CC1551', 'CC3191']",EHAM,ESSA,06:20:00,23:20:00,0 days 08:35:00,540.0,2683.583333333333
35110,"['CC3741', 'CC2002', 'CC1031', 'CC2953']",EHAM,LEMD,10:20:00,21:50:00,0 days 08:00:00,555.0,2565.0
35111,"['CC1210', 'CC2654', 'CC3404', 'CC1125']",EGLL,LFPG,06:05:00,22:05:00,0 days 07:10:00,1215.0,3034.166666666667
35112,"['CC1210', 'CC2538', 'CC1011', 'CC2697', 'CC3568']",EGLL,LFPG,06:05:00,20:50:00,0 days 08:50:00,1215.0,3415.833333333333
35113,"['CC3677', 'CC2486', 'CC1031', 'CC2146', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 08:45:00,1215.0,3396.75
35114,"['CC1210', 'CC2175', 'CC1463', 'CC2146', 'CC1527']",EGLL,LFPG,06:05:00,22:30:00,0 days 08:40:00,1215.0,3377.666666666667
35115,"['CC1284', 'CC2486', 'CC1301', 'CC2146']",EGLL,EGLL,10:20:00,19:50:00,0 days 07:00:00,0.0,1781.0
35116,"['CC3677', 'CC2277', 'CC1247', 'CC2443', 'CC1347']",EHAM,LFPG,07:40:00,20:20:00,0 days 08:55:00,1215.0,3434.916666666667
35117,"['CC1210', 'CC1918', 'CC1551', 'CC2773', 'CC3718']",EGLL,LFPG,06:05:00,21:50:00,0 days 08:40:00,1215.0,3377.666666666667
35118,"['CC1069', 'CC2724', 'CC3434', 'CC1490']",EGLL,LFPG,08:55:00,22:20:00,0 days 07:20:00,1215.0,3072.333333333333
35119,"['CC1210', 'CC2175', 'CC1011', 'CC2204', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 09:00:00,555.0,2794.0
35120,"['CC3621', 'CC1940', 'CC1394', 'CC2953']",EHAM,LEMD,06:20:00,21:50:00,0 days 08:10:00,555.0,2603.166666666667
35121,"['CC3473', 'CC1762', 'CC3718']",EHAM,LFPG,15:50:00,21:50:00,0 days 05:55:00,1215.0,2747.916666666667
35122,"['CC1210', 'CC2486', 'CC1301', 'CC2806']",EGLL,EHAM,06:05:00,18:40:00,0 days 07:05:00,705.0,2505.083333333333
35123,"['CC2097', 'CC1069', 'CC2654', 'CC3404', 'CC1874']",LFPG,EIDW,06:30:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
35124,"['CC3897', 'CC2002', 'CC1601', 'CC2953']",EDDF,LEMD,06:05:00,21:50:00,0 days 08:35:00,555.0,2698.583333333333
35125,"['CC2745', 'CC3741', 'CC2124', 'CC1394', 'CC1975']",LFPG,EGLL,07:30:00,20:35:00,0 days 08:40:00,785.0,2947.666666666667
35126,"['CC3897', 'CC2277', 'CC1247', 'CC2443', 'CC1701']",EDDF,EHAM,06:05:00,21:35:00,0 days 09:25:00,705.0,3039.416666666667
35127,"['CC2410', 'CC1284', 'CC2124', 'CC1847']",LFPG,EIDW,07:25:00,18:55:00,0 days 07:20:00,555.0,2412.333333333333
35128,"['CC3778', 'CC2697', 'CC3597']",EHAM,LFPG,10:35:00,19:25:00,0 days 05:15:00,1215.0,2595.25
35129,"['CC1110', 'CC2398', 'CC1247', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 06:55:00,705.0,2466.916666666667
35130,"['CC2745', 'CC3473', 'CC1762', 'CC3718']",LFPG,LFPG,07:30:00,21:50:00,0 days 07:40:00,0.0,1933.6666666666667
35131,"['CC2097', 'CC1069', 'CC2302', 'CC1347', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 08:45:00,705.0,2886.75
35132,"['CC3677', 'CC2002', 'CC1582', 'CC2627']",EHAM,EHAM,07:40:00,21:20:00,0 days 07:00:00,0.0,1781.0
35133,"['CC2097', 'CC1284', 'CC2697', 'CC3597', 'CC3056']",LFPG,EDDM,06:30:00,22:55:00,0 days 09:05:00,660.0,2918.083333333333
35134,"['CC1110', 'CC2032', 'CC1198', 'CC2204', 'CC1125']",EGLL,LFPG,06:50:00,22:05:00,0 days 08:30:00,1215.0,3339.5
35135,"['CC1110', 'CC2724', 'CC3473', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 07:40:00,555.0,2488.666666666667
35136,"['CC2097', 'CC1069', 'CC2124', 'CC1394', 'CC2146']",LFPG,EGLL,06:30:00,19:50:00,0 days 08:30:00,785.0,2909.5
35137,"['CC2410', 'CC1031', 'CC2875']",LFPG,EDDF,07:25:00,23:05:00,0 days 05:30:00,650.0,2087.5
35138,"['CC3621', 'CC2361', 'CC1198', 'CC2146', 'CC1527']",EHAM,LFPG,06:20:00,22:30:00,0 days 08:45:00,1215.0,3396.75
35139,"['CC1394', 'CC2146', 'CC1125']",EGLL,LFPG,15:50:00,22:05:00,0 days 05:10:00,1215.0,2576.166666666667
35140,"['CC1210', 'CC2032', 'CC1011', 'CC2697', 'CC3644']",EGLL,LFPG,06:05:00,19:45:00,0 days 08:30:00,1215.0,3339.5
35141,"['CC1918', 'CC1551', 'CC2443', 'CC1347', 'CC2594']",LFPG,EHAM,08:50:00,22:35:00,0 days 08:55:00,705.0,2924.916666666667
35142,"['CC3840', 'CC1940', 'CC1582', 'CC3056']",EDDF,EDDM,08:45:00,22:55:00,0 days 07:45:00,660.0,2612.75
35143,"['CC3897', 'CC2398', 'CC1198', 'CC2773', 'CC3568']",EDDF,LFPG,06:05:00,20:50:00,0 days 09:00:00,1215.0,3454.0
35144,"['CC3778', 'CC2697', 'CC3597', 'CC3056']",EHAM,EDDM,10:35:00,22:55:00,0 days 07:30:00,660.0,2555.5
35145,"['CC1210', 'CC2032', 'CC1247', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 08:20:00,540.0,2626.333333333333
35146,"['CC3621', 'CC3343', 'CC5181', 'CC3191']",EHAM,ESSA,06:20:00,23:20:00,0 days 10:05:00,540.0,3027.0833333333335
35147,"['CC1918', 'CC1435', 'CC2654']",LFPG,EHAM,08:50:00,14:10:00,0 days 05:15:00,705.0,2085.25
35148,"['CC2097', 'CC1435', 'CC2500', 'CC1347', 'CC2594']",LFPG,EHAM,06:30:00,22:35:00,0 days 09:05:00,705.0,2963.083333333333
35149,"['CC3621', 'CC2398', 'CC1301', 'CC1975']",EHAM,EGLL,06:20:00,20:35:00,0 days 07:05:00,785.0,2585.083333333333
35150,"['CC3897', 'CC2925', 'CC3977', 'CC4519']",EDDF,EDDF,06:05:00,21:10:00,0 days 07:10:00,0.0,1819.1666666666667
35151,"['CC4920', 'CC2579', 'CC3404', 'CC1490']",LPPT,LFPG,08:30:00,22:20:00,0 days 08:55:00,1215.0,3434.916666666667
35152,"['CC2745', 'CC3778', 'CC2002', 'CC1031', 'CC2627']",LFPG,EHAM,07:30:00,21:20:00,0 days 08:35:00,705.0,2848.583333333333
35153,"['CC2032', 'CC1011', 'CC2806', 'CC3568']",LFPG,LFPG,10:40:00,20:50:00,0 days 06:50:00,0.0,1742.8333333333333
35154,"['CC2097', 'CC1284', 'CC2302', 'CC1125']",LFPG,LFPG,06:30:00,22:05:00,0 days 06:50:00,0.0,1742.8333333333333
35155,"['CC2398', 'CC1011', 'CC2806', 'CC3568']",LFPG,LFPG,09:25:00,20:50:00,0 days 07:00:00,0.0,1781.0
35156,"['CC1152', 'CC2654', 'CC3404', 'CC1701']",EGLL,EHAM,06:50:00,21:35:00,0 days 07:35:00,705.0,2619.583333333333
35157,"['CC3621', 'CC2398', 'CC1247', 'CC3149', 'CC4679']",EHAM,EGLL,06:20:00,20:55:00,0 days 09:50:00,785.0,3214.8333333333335
35158,"['CC3264', 'CC4949', 'CC3191']",LFPG,ESSA,06:25:00,23:20:00,0 days 08:40:00,540.0,2702.666666666667
35159,"['CC1110', 'CC2398', 'CC1301', 'CC2627']",EGLL,EHAM,06:50:00,21:20:00,0 days 07:05:00,705.0,2505.083333333333
35160,"['CC3509', 'CC1394', 'CC2204', 'CC1814']",EHAM,EIDW,12:55:00,22:45:00,0 days 07:55:00,555.0,2545.916666666667
35161,"['CC4694', 'CC1247', 'CC2146', 'CC1814']",EIDW,EIDW,09:40:00,22:45:00,0 days 07:40:00,0.0,1933.6666666666667
35162,"['CC2097', 'CC1284', 'CC2002', 'CC1601', 'CC2875']",LFPG,EDDF,06:30:00,23:05:00,0 days 09:00:00,650.0,2889.0
35163,"['CC2097', 'CC1373', 'CC2654', 'CC3404', 'CC1814']",LFPG,EIDW,06:30:00,22:45:00,0 days 09:30:00,555.0,2908.5
35164,"['CC1638', 'CC2032', 'CC1011', 'CC2066', 'CC1527']",EGLL,LFPG,07:20:00,22:30:00,0 days 08:50:00,1215.0,3415.833333333333
35165,"['CC2410', 'CC1551', 'CC2146', 'CC1527']",LFPG,LFPG,07:25:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
35166,"['CC3741', 'CC2002', 'CC1847']",EHAM,EIDW,10:20:00,18:55:00,0 days 05:35:00,555.0,2011.5833333333333
35167,"['CC2410', 'CC1284', 'CC2486', 'CC1582', 'CC2594']",LFPG,EHAM,07:25:00,22:35:00,0 days 08:55:00,705.0,2924.916666666667
35168,"['CC1373', 'CC2124', 'CC1874']",EGLL,EIDW,10:40:00,22:15:00,0 days 05:40:00,555.0,2030.6666666666667
35169,"['CC1210', 'CC2302', 'CC1814']",EGLL,EIDW,06:05:00,22:45:00,0 days 05:40:00,555.0,2030.6666666666667
35170,"['CC1284', 'CC2302', 'CC1601', 'CC2146', 'CC1125']",EGLL,LFPG,10:20:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
35171,"['CC2745', 'CC3778', 'CC2002', 'CC1301', 'CC3191']",LFPG,ESSA,07:30:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
35172,"['CC3840', 'CC1940', 'CC1394', 'CC2875']",EDDF,EDDF,08:45:00,23:05:00,0 days 07:30:00,0.0,1895.5
35173,"['CC2745', 'CC3741', 'CC2002', 'CC1301', 'CC2204']",LFPG,EGLL,07:30:00,19:20:00,0 days 08:50:00,785.0,2985.833333333333
35174,"['CC3677', 'CC2277', 'CC1551', 'CC2443', 'CC1125']",EHAM,LFPG,07:40:00,22:05:00,0 days 08:55:00,1215.0,3434.916666666667
35175,"['CC3897', 'CC2849', 'CC3960', 'CC4314']",EDDF,LFPG,06:05:00,22:10:00,0 days 07:50:00,1215.0,3186.833333333333
35176,"['CC3897', 'CC2398', 'CC1011', 'CC2204']",EDDF,EGLL,06:05:00,19:20:00,0 days 07:20:00,785.0,2642.333333333333
35177,"['CC1638', 'CC2277', 'CC1198', 'CC2246', 'CC1814']",EGLL,EIDW,07:20:00,22:45:00,0 days 09:30:00,555.0,2908.5
35178,"['CC4829', 'CC2654', 'CC3404', 'CC1347', 'CC2875']",EIDW,EDDF,07:45:00,23:05:00,0 days 10:15:00,650.0,3175.25
35179,"['CC3621', 'CC2361', 'CC1247', 'CC3191']",EHAM,ESSA,06:20:00,23:20:00,0 days 08:35:00,540.0,2683.583333333333
35180,"['CC3677', 'CC2654', 'CC3473', 'CC1527']",EHAM,LFPG,07:40:00,22:30:00,0 days 07:25:00,1215.0,3091.416666666667
35181,"['CC1110', 'CC2032', 'CC1601', 'CC2594']",EGLL,EHAM,06:50:00,22:35:00,0 days 07:05:00,705.0,2505.083333333333
35182,"['CC2697', 'CC3540']",LFPG,LFPG,16:15:00,22:35:00,0 days 03:30:00,0.0,979.5
35183,"['CC3741', 'CC2654', 'CC3473', 'CC1490']",EHAM,LFPG,10:20:00,22:20:00,0 days 07:25:00,1215.0,3091.416666666667
35184,"['CC1152', 'CC2361', 'CC1247', 'CC2246', 'CC1814']",EGLL,EIDW,06:50:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
35185,"['CC1284', 'CC2486', 'CC1125']",EGLL,LFPG,10:20:00,22:05:00,0 days 05:10:00,1215.0,2576.166666666667
35186,"['CC3621', 'CC2361', 'CC1247', 'CC2146', 'CC1125']",EHAM,LFPG,06:20:00,22:05:00,0 days 08:35:00,1215.0,3358.583333333333
35187,"['CC3621', 'CC2361', 'CC1247', 'CC2066', 'CC1701']",EHAM,EHAM,06:20:00,21:35:00,0 days 09:00:00,0.0,2239.0
35188,"['CC1373', 'CC2124', 'CC1490']",EGLL,LFPG,10:40:00,22:20:00,0 days 05:20:00,1215.0,2614.333333333333
35189,"['CC1918', 'CC1435', 'CC2500', 'CC1847']",LFPG,EIDW,08:50:00,18:55:00,0 days 07:40:00,555.0,2488.666666666667
35190,"['CC4694', 'CC1198', 'CC2875']",EIDW,EDDF,09:40:00,23:05:00,0 days 05:50:00,650.0,2163.833333333333
35191,"['CC2361', 'CC1301', 'CC2953']",LFPG,LEMD,09:35:00,21:50:00,0 days 06:35:00,555.0,2240.583333333333
35192,"['CC3897', 'CC1940', 'CC1347']",EDDF,LFPG,06:05:00,20:20:00,0 days 05:30:00,1215.0,2652.5
35193,"['CC1284', 'CC2500', 'CC1582', 'CC3191']",EGLL,ESSA,10:20:00,23:20:00,0 days 08:50:00,540.0,2740.833333333333
35194,"['CC3621', 'CC2332', 'CC1762', 'CC3718']",EHAM,LFPG,06:20:00,21:50:00,0 days 07:25:00,1215.0,3091.416666666667
35195,"['CC3897', 'CC2002', 'CC1394', 'CC2146', 'CC1125']",EDDF,LFPG,06:05:00,22:05:00,0 days 08:50:00,1215.0,3415.833333333333
35196,"['CC1638', 'CC2486', 'CC1301', 'CC2806', 'CC3718']",EGLL,LFPG,07:20:00,21:50:00,0 days 09:10:00,1215.0,3492.166666666667
35197,"['CC3897', 'CC1918', 'CC1247', 'CC2246', 'CC1874']",EDDF,EIDW,06:05:00,22:15:00,0 days 09:20:00,555.0,2870.333333333333
35198,"['CC1674', 'CC3778', 'CC2124', 'CC1031', 'CC3191']",EGLL,ESSA,06:35:00,23:20:00,0 days 10:30:00,540.0,3122.5
35199,"['CC2175', 'CC1373', 'CC2302', 'CC1601', 'CC2594']",LFPG,EHAM,08:25:00,22:35:00,0 days 09:05:00,705.0,2963.083333333333
35200,"['CC2097', 'CC1373', 'CC2579', 'CC3473', 'CC1527']",LFPG,LFPG,06:30:00,22:30:00,0 days 09:10:00,0.0,2277.166666666667
35201,"['CC1674', 'CC3741', 'CC2724', 'CC3473', 'CC1490']",EGLL,LFPG,06:35:00,22:20:00,0 days 09:30:00,1215.0,3568.5
35202,"['CC3677', 'CC2277', 'CC1301', 'CC2806', 'CC3540']",EHAM,LFPG,07:40:00,22:35:00,0 days 08:55:00,1215.0,3434.916666666667
35203,"['CC2579', 'CC3473', 'CC1762', 'CC3718']",LFPG,LFPG,12:55:00,21:50:00,0 days 07:40:00,0.0,1933.6666666666667
35204,"['CC4920', 'CC2124', 'CC1301', 'CC3056']",LPPT,EDDM,08:30:00,22:55:00,0 days 09:00:00,660.0,2899.0
35205,"['CC2538', 'CC1247', 'CC2146', 'CC1125']",LFPG,LFPG,09:30:00,22:05:00,0 days 07:00:00,0.0,1781.0
35206,"['CC1110', 'CC3293', 'CC5070', 'CC3960', 'CC4282']",EGLL,LFPG,06:50:00,22:15:00,0 days 10:05:00,1215.0,3702.0833333333335
35207,"['CC3621', 'CC3313', 'CC5141']",EHAM,LFPG,06:20:00,19:35:00,0 days 07:55:00,1215.0,3205.916666666667
35208,"['CC4920', 'CC2002', 'CC1031', 'CC3191']",LPPT,ESSA,08:30:00,23:20:00,0 days 09:55:00,540.0,2988.9166666666665
35209,"['CC2277', 'CC1247', 'CC2697', 'CC3597', 'CC3191']",LFPG,ESSA,10:10:00,23:20:00,0 days 10:20:00,540.0,3084.3333333333335
35210,"['CC3897', 'CC2538', 'CC1247', 'CC2953']",EDDF,LEMD,06:05:00,21:50:00,0 days 08:35:00,555.0,2698.583333333333
35211,"['CC1110', 'CC2032', 'CC1031', 'CC2953']",EGLL,LEMD,06:50:00,21:50:00,0 days 07:55:00,555.0,2545.916666666667
35212,"['CC1918', 'CC1601', 'CC3056']",LFPG,EDDM,08:50:00,22:55:00,0 days 05:55:00,660.0,2192.916666666667
35213,"['CC1918', 'CC1551', 'CC2246', 'CC1490']",LFPG,LFPG,08:50:00,22:20:00,0 days 07:10:00,0.0,1819.1666666666667
35214,"['CC1210', 'CC2361', 'CC1247', 'CC3191']",EGLL,ESSA,06:05:00,23:20:00,0 days 08:30:00,540.0,2664.5
35215,"['CC1210', 'CC2175', 'CC1463', 'CC2500', 'CC1701']",EGLL,EHAM,06:05:00,21:35:00,0 days 09:15:00,705.0,3001.25
35216,"['CC3621', 'CC2398', 'CC1198', 'CC2066', 'CC1701']",EHAM,EHAM,06:20:00,21:35:00,0 days 09:00:00,0.0,2239.0
35217,"['CC3778', 'CC2302', 'CC1031', 'CC1975']",EHAM,EGLL,10:35:00,20:35:00,0 days 06:55:00,785.0,2546.916666666667
35218,"['CC1435', 'CC2697', 'CC3644', 'CC2875']",EGLL,EDDF,10:55:00,23:05:00,0 days 07:20:00,650.0,2507.333333333333
35219,"['CC1152', 'CC2538', 'CC1301', 'CC2204']",EGLL,EGLL,06:50:00,19:20:00,0 days 07:20:00,0.0,1857.3333333333333
35220,"['CC1918', 'CC1551', 'CC2443', 'CC1814']",LFPG,EIDW,08:50:00,22:45:00,0 days 07:30:00,555.0,2450.5
35221,"['CC2097', 'CC1551', 'CC2627']",LFPG,EHAM,06:30:00,21:20:00,0 days 05:15:00,705.0,2085.25
35222,"['CC2175', 'CC1373', 'CC2124']",LFPG,EGLL,08:25:00,13:55:00,0 days 05:10:00,785.0,2146.166666666667
35223,"['CC3677', 'CC2002', 'CC1601']",EHAM,LFPG,07:40:00,17:45:00,0 days 05:25:00,1215.0,2633.416666666667
35224,"['CC3897', 'CC2538', 'CC1551', 'CC2066', 'CC1527']",EDDF,LFPG,06:05:00,22:30:00,0 days 09:20:00,1215.0,3530.333333333333
35225,"['CC1069', 'CC2486', 'CC1394', 'CC2146', 'CC1814']",EGLL,EIDW,08:55:00,22:45:00,0 days 09:10:00,555.0,2832.166666666667
35226,"['CC2175', 'CC1435', 'CC2654', 'CC3404', 'CC1490']",LFPG,LFPG,08:25:00,22:20:00,0 days 09:10:00,0.0,2277.166666666667
35227,"['CC4920', 'CC2486', 'CC1031', 'CC1975']",LPPT,EGLL,08:30:00,20:35:00,0 days 08:25:00,785.0,2890.416666666667
35228,"['CC2175', 'CC1247', 'CC2146', 'CC1490']",LFPG,LFPG,08:25:00,22:20:00,0 days 06:50:00,0.0,1742.8333333333333
35229,"['CC2410', 'CC1198', 'CC2443', 'CC1527']",LFPG,LFPG,07:25:00,22:30:00,0 days 07:10:00,0.0,1819.1666666666667
35230,"['CC1210', 'CC2361', 'CC1551', 'CC3056']",EGLL,EDDM,06:05:00,22:55:00,0 days 07:35:00,660.0,2574.583333333333
35231,"['CC1918', 'CC1435', 'CC2302', 'CC1031', 'CC2953']",LFPG,LEMD,08:50:00,21:50:00,0 days 09:55:00,555.0,3003.9166666666665
35232,"['CC3621', 'CC2032', 'CC1011']",EHAM,LFPG,06:20:00,14:10:00,0 days 05:05:00,1215.0,2557.083333333333
35233,"['CC2124', 'CC1031']",LFPG,LFPG,13:05:00,17:45:00,0 days 03:20:00,0.0,941.3333333333334
35234,"['CC4829', 'CC2486', 'CC1301', 'CC2204', 'CC1874']",EIDW,EIDW,07:45:00,22:15:00,0 days 10:15:00,0.0,2525.25
35235,"['CC2745', 'CC3509', 'CC1601', 'CC2146']",LFPG,EGLL,07:30:00,19:50:00,0 days 07:30:00,785.0,2680.5
35236,"['CC3840', 'CC2654', 'CC3434', 'CC1125']",EDDF,LFPG,08:45:00,22:05:00,0 days 07:30:00,1215.0,3110.5
35237,"['CC1110', 'CC2032', 'CC1031']",EGLL,LFPG,06:50:00,17:45:00,0 days 05:00:00,1215.0,2538.0
35238,"['CC2410', 'CC1198', 'CC2246']",LFPG,EGLL,07:25:00,17:40:00,0 days 05:20:00,785.0,2184.333333333333
35239,"['CC4920', 'CC2724', 'CC3473', 'CC1347']",LPPT,LFPG,08:30:00,20:20:00,0 days 08:55:00,1215.0,3434.916666666667
35240,"['CC1638', 'CC2302', 'CC1601', 'CC2146', 'CC1125']",EGLL,LFPG,07:20:00,22:05:00,0 days 09:10:00,1215.0,3492.166666666667
